canonical_UniProtAC	gene	domain_edge_bin_compact	cluster_window_start	cluster_window_end	max_sites_in_20aa_span_within_bin	position	architecture_class	site_key	nearest_domain_edge_distance	nearest_domain_side	nearest_domain_class	nearest_interpro_name	signed_domain_edge_distance	domain_side	signed_distance_bin	abs_distance_class
P55789	GFER	Domain-distal >40 aa	35	42	4	41	domain-distal clustered	P55789:R41	54.0	N_terminal_to_domain	Other domain	ERV/ALR sulfhydryl oxidase domain	-54.0	N-terminal side of domain	N 41-100	>20 aa
P55789	GFER	Domain-distal >40 aa	35	42	4	42	domain-distal clustered	P55789:R42	53.0	N_terminal_to_domain	Other domain	ERV/ALR sulfhydryl oxidase domain	-53.0	N-terminal side of domain	N 41-100	>20 aa
Q14011	CIRBP	Domain-distal >40 aa	127	145	4	127	broad across IDR	Q14011:R127	42.0	C_terminal_to_domain	RRM / KH RNA-binding	RBM3/CIRBP, RNA recognition motif	42.0	C-terminal side of domain	C 41-100	>20 aa
Q14011	CIRBP	Domain-distal >40 aa	127	145	4	131	broad across IDR	Q14011:R131	46.0	C_terminal_to_domain	RRM / KH RNA-binding	RBM3/CIRBP, RNA recognition motif	46.0	C-terminal side of domain	C 41-100	>20 aa
Q14011	CIRBP	Domain-distal >40 aa	127	145	4	139	broad across IDR	Q14011:R139	54.0	C_terminal_to_domain	RRM / KH RNA-binding	RBM3/CIRBP, RNA recognition motif	54.0	C-terminal side of domain	C 41-100	>20 aa
Q14011	CIRBP	Domain-distal >40 aa	127	145	4	145	broad across IDR	Q14011:R145	60.0	C_terminal_to_domain	RRM / KH RNA-binding	RBM3/CIRBP, RNA recognition motif	60.0	C-terminal side of domain	C 41-100	>20 aa
Q9BXP5	SRRT	Domain-distal >40 aa	41	52	4	41	domain-distal clustered	Q9BXP5:R41	112.0	N_terminal_to_domain	Other domain	SERRATE/Ars2, N-terminal	-112.0	N-terminal side of domain	N 101-200	>20 aa
Q9BXP5	SRRT	Domain-distal >40 aa	41	52	4	45	domain-distal clustered	Q9BXP5:R45	108.0	N_terminal_to_domain	Other domain	SERRATE/Ars2, N-terminal	-108.0	N-terminal side of domain	N 101-200	>20 aa
Q9BXP5	SRRT	Domain-distal >40 aa	41	52	4	47	domain-distal clustered	Q9BXP5:R47	106.0	N_terminal_to_domain	Other domain	SERRATE/Ars2, N-terminal	-106.0	N-terminal side of domain	N 101-200	>20 aa
Q9BXP5	SRRT	Domain-distal >40 aa	41	52	4	52	domain-distal clustered	Q9BXP5:R52	101.0	N_terminal_to_domain	Other domain	SERRATE/Ars2, N-terminal	-101.0	N-terminal side of domain	N 101-200	>20 aa
Q9ULX6	AKAP8L	Domain-distal >40 aa	179	199	4	179	domain-distal clustered	Q9ULX6:R179	212.0	N_terminal_to_domain	Other domain	Zinc finger C2H2 AKAP95-type	-212.0	N-terminal side of domain	N >200	>20 aa
Q9ULX6	AKAP8L	Domain-distal >40 aa	179	199	4	185	domain-distal clustered	Q9ULX6:R185	206.0	N_terminal_to_domain	Other domain	Zinc finger C2H2 AKAP95-type	-206.0	N-terminal side of domain	N >200	>20 aa
Q9ULX6	AKAP8L	Domain-distal >40 aa	179	199	4	188	domain-distal clustered	Q9ULX6:R188	203.0	N_terminal_to_domain	Other domain	Zinc finger C2H2 AKAP95-type	-203.0	N-terminal side of domain	N >200	>20 aa
Q9ULX6	AKAP8L	Domain-distal >40 aa	179	199	4	199	domain-distal clustered	Q9ULX6:R199	192.0	N_terminal_to_domain	Other domain	Zinc finger C2H2 AKAP95-type	-192.0	N-terminal side of domain	N 101-200	>20 aa
Q9Y580	RBM7	Domain-distal >40 aa	198	215	4	198	domain-distal clustered	Q9Y580:R198	111.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	111.0	C-terminal side of domain	C 101-200	>20 aa
Q9Y580	RBM7	Domain-distal >40 aa	198	215	4	201	domain-distal clustered	Q9Y580:R201	114.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	114.0	C-terminal side of domain	C 101-200	>20 aa
Q9Y580	RBM7	Domain-distal >40 aa	198	215	4	211	domain-distal clustered	Q9Y580:R211	124.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	124.0	C-terminal side of domain	C 101-200	>20 aa
Q9Y580	RBM7	Domain-distal >40 aa	198	215	4	215	domain-distal clustered	Q9Y580:R215	128.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	128.0	C-terminal side of domain	C 101-200	>20 aa
O15357	INPPL1	Domain-distal >40 aa	1078	1096	4	1078	domain-distal clustered	O15357:R1078	115.0	N_terminal_to_domain	Other domain	Sterile alpha motif domain	-115.0	N-terminal side of domain	N 101-200	>20 aa
O15357	INPPL1	Domain-distal >40 aa	1078	1096	4	1080	domain-distal clustered	O15357:R1080	113.0	N_terminal_to_domain	Other domain	Sterile alpha motif domain	-113.0	N-terminal side of domain	N 101-200	>20 aa
O15357	INPPL1	Domain-distal >40 aa	1078	1096	4	1086	domain-distal clustered	O15357:R1086	107.0	N_terminal_to_domain	Other domain	Sterile alpha motif domain	-107.0	N-terminal side of domain	N 101-200	>20 aa
O15357	INPPL1	Domain-distal >40 aa	1078	1096	4	1096	domain-distal clustered	O15357:R1096	97.0	N_terminal_to_domain	Other domain	Sterile alpha motif domain	-97.0	N-terminal side of domain	N 41-100	>20 aa
O43497	CACNA1G	Domain-distal >40 aa	2122	2132	4	2122	domain-distal clustered	O43497:R2122	261.0	C_terminal_to_domain	Other domain	Ion transport domain	261.0	C-terminal side of domain	C >200	>20 aa
O43497	CACNA1G	Domain-distal >40 aa	2122	2132	4	2128	domain-distal clustered	O43497:R2128	267.0	C_terminal_to_domain	Other domain	Ion transport domain	267.0	C-terminal side of domain	C >200	>20 aa
O43497	CACNA1G	Domain-distal >40 aa	2122	2132	4	2131	domain-distal clustered	O43497:R2131	270.0	C_terminal_to_domain	Other domain	Ion transport domain	270.0	C-terminal side of domain	C >200	>20 aa
O43497	CACNA1G	Domain-distal >40 aa	2122	2132	4	2132	domain-distal clustered	O43497:R2132	271.0	C_terminal_to_domain	Other domain	Ion transport domain	271.0	C-terminal side of domain	C >200	>20 aa
O75525	KHDRBS3	Domain-distal >40 aa	193	206	4	193	domain-distal clustered	O75525:R193	41.0	C_terminal_to_domain	RRM / KH RNA-binding	K Homology domain	41.0	C-terminal side of domain	C 41-100	>20 aa
O75525	KHDRBS3	Domain-distal >40 aa	193	206	4	195	domain-distal clustered	O75525:R195	43.0	C_terminal_to_domain	RRM / KH RNA-binding	K Homology domain	43.0	C-terminal side of domain	C 41-100	>20 aa
O75525	KHDRBS3	Domain-distal >40 aa	193	206	4	204	domain-distal clustered	O75525:R204	52.0	C_terminal_to_domain	RRM / KH RNA-binding	K Homology domain	52.0	C-terminal side of domain	C 41-100	>20 aa
O75525	KHDRBS3	Domain-distal >40 aa	193	206	4	206	domain-distal clustered	O75525:R206	54.0	C_terminal_to_domain	RRM / KH RNA-binding	K Homology domain	54.0	C-terminal side of domain	C 41-100	>20 aa
P50570	DNM2	Domain-distal >40 aa	849	862	4	849	domain-distal clustered	P50570:R849	105.0	C_terminal_to_domain	Other domain	GTPase effector domain	105.0	C-terminal side of domain	C 101-200	>20 aa
P50570	DNM2	Domain-distal >40 aa	849	862	4	850	domain-distal clustered	P50570:R850	106.0	C_terminal_to_domain	Other domain	GTPase effector domain	106.0	C-terminal side of domain	C 101-200	>20 aa
P50570	DNM2	Domain-distal >40 aa	849	862	4	857	domain-distal clustered	P50570:R857	113.0	C_terminal_to_domain	Other domain	GTPase effector domain	113.0	C-terminal side of domain	C 101-200	>20 aa
P50570	DNM2	Domain-distal >40 aa	849	862	4	862	domain-distal clustered	P50570:R862	118.0	C_terminal_to_domain	Other domain	GTPase effector domain	118.0	C-terminal side of domain	C 101-200	>20 aa
Q5T6F2	UBAP2	Domain-distal >40 aa	166	177	4	166	domain-distal clustered	Q5T6F2:R166	63.0	C_terminal_to_domain	Other domain	Ubiquitin-associated protein 2, UBA domain	63.0	C-terminal side of domain	C 41-100	>20 aa
Q5T6F2	UBAP2	Domain-distal >40 aa	166	177	4	169	domain-distal clustered	Q5T6F2:R169	66.0	C_terminal_to_domain	Other domain	Ubiquitin-associated protein 2, UBA domain	66.0	C-terminal side of domain	C 41-100	>20 aa
Q5T6F2	UBAP2	Domain-distal >40 aa	166	177	4	173	domain-distal clustered	Q5T6F2:R173	70.0	C_terminal_to_domain	Other domain	Ubiquitin-associated protein 2, UBA domain	70.0	C-terminal side of domain	C 41-100	>20 aa
Q5T6F2	UBAP2	Domain-distal >40 aa	166	177	4	177	domain-distal clustered	Q5T6F2:R177	74.0	C_terminal_to_domain	Other domain	Ubiquitin-associated protein 2, UBA domain	74.0	C-terminal side of domain	C 41-100	>20 aa
Q96EK7	FAM120B	Domain-distal >40 aa	868	885	4	868	domain-distal clustered	Q96EK7:R868	561.0	C_terminal_to_domain	Other domain	FAM120A/B/C, helical domain	561.0	C-terminal side of domain	C >200	>20 aa
Q96EK7	FAM120B	Domain-distal >40 aa	868	885	4	871	domain-distal clustered	Q96EK7:R871	564.0	C_terminal_to_domain	Other domain	FAM120A/B/C, helical domain	564.0	C-terminal side of domain	C >200	>20 aa
Q96EK7	FAM120B	Domain-distal >40 aa	868	885	4	878	domain-distal clustered	Q96EK7:R878	571.0	C_terminal_to_domain	Other domain	FAM120A/B/C, helical domain	571.0	C-terminal side of domain	C >200	>20 aa
Q96EK7	FAM120B	Domain-distal >40 aa	868	885	4	885	domain-distal clustered	Q96EK7:R885	578.0	C_terminal_to_domain	Other domain	FAM120A/B/C, helical domain	578.0	C-terminal side of domain	C >200	>20 aa
Q96PV6	LENG8	Domain-distal >40 aa	374	394	4	374	domain-distal clustered	Q96PV6:R374	192.0	N_terminal_to_domain	Other domain	SAC3/GANP/THP3, conserved domain	-192.0	N-terminal side of domain	N 101-200	>20 aa
Q96PV6	LENG8	Domain-distal >40 aa	374	394	4	382	domain-distal clustered	Q96PV6:R382	184.0	N_terminal_to_domain	Other domain	SAC3/GANP/THP3, conserved domain	-184.0	N-terminal side of domain	N 101-200	>20 aa
Q96PV6	LENG8	Domain-distal >40 aa	374	394	4	392	domain-distal clustered	Q96PV6:R392	174.0	N_terminal_to_domain	Other domain	SAC3/GANP/THP3, conserved domain	-174.0	N-terminal side of domain	N 101-200	>20 aa
Q96PV6	LENG8	Domain-distal >40 aa	374	394	4	394	domain-distal clustered	Q96PV6:R394	172.0	N_terminal_to_domain	Other domain	SAC3/GANP/THP3, conserved domain	-172.0	N-terminal side of domain	N 101-200	>20 aa
Q9H2U1	DHX36	Domain-distal >40 aa	34	52	4	34	domain-distal clustered	Q9H2U1:R34	171.0	N_terminal_to_domain	RNA helicase	Helicase superfamily 1/2, ATP-binding domain	-171.0	N-terminal side of domain	N 101-200	>20 aa
Q9H2U1	DHX36	Domain-distal >40 aa	34	52	4	47	domain-distal clustered	Q9H2U1:R47	158.0	N_terminal_to_domain	RNA helicase	Helicase superfamily 1/2, ATP-binding domain	-158.0	N-terminal side of domain	N 101-200	>20 aa
Q9H2U1	DHX36	Domain-distal >40 aa	34	52	4	50	domain-distal clustered	Q9H2U1:R50	155.0	N_terminal_to_domain	RNA helicase	Helicase superfamily 1/2, ATP-binding domain	-155.0	N-terminal side of domain	N 101-200	>20 aa
Q9H2U1	DHX36	Domain-distal >40 aa	34	52	4	52	domain-distal clustered	Q9H2U1:R52	153.0	N_terminal_to_domain	RNA helicase	Helicase superfamily 1/2, ATP-binding domain	-153.0	N-terminal side of domain	N 101-200	>20 aa
Q9NR12	PDLIM7	Domain-distal >40 aa	156	168	4	156	domain-distal clustered	Q9NR12:R156	71.0	C_terminal_to_domain	Other domain	PDZ domain	71.0	C-terminal side of domain	C 41-100	>20 aa
Q9NR12	PDLIM7	Domain-distal >40 aa	156	168	4	158	domain-distal clustered	Q9NR12:R158	73.0	C_terminal_to_domain	Other domain	PDZ domain	73.0	C-terminal side of domain	C 41-100	>20 aa
Q9NR12	PDLIM7	Domain-distal >40 aa	156	168	4	165	domain-distal clustered	Q9NR12:R165	80.0	C_terminal_to_domain	Other domain	PDZ domain	80.0	C-terminal side of domain	C 41-100	>20 aa
Q9NR12	PDLIM7	Domain-distal >40 aa	156	168	4	168	domain-distal clustered	Q9NR12:R168	83.0	C_terminal_to_domain	Other domain	PDZ domain	83.0	C-terminal side of domain	C 41-100	>20 aa
Q9NZB2	FAM120A	Domain-distal >40 aa	964	984	4	964	domain-distal clustered	Q9NZB2:R964	634.0	C_terminal_to_domain	Other domain	FAM120A/B/C, helical domain	634.0	C-terminal side of domain	C >200	>20 aa
Q9NZB2	FAM120A	Domain-distal >40 aa	964	984	4	967	domain-distal clustered	Q9NZB2:R967	637.0	C_terminal_to_domain	Other domain	FAM120A/B/C, helical domain	637.0	C-terminal side of domain	C >200	>20 aa
Q9NZB2	FAM120A	Domain-distal >40 aa	964	984	4	982	domain-distal clustered	Q9NZB2:R982	652.0	C_terminal_to_domain	Other domain	FAM120A/B/C, helical domain	652.0	C-terminal side of domain	C >200	>20 aa
Q9NZB2	FAM120A	Domain-distal >40 aa	964	984	4	984	domain-distal clustered	Q9NZB2:R984	654.0	C_terminal_to_domain	Other domain	FAM120A/B/C, helical domain	654.0	C-terminal side of domain	C >200	>20 aa
P35368	ADRA1B	Domain-distal >40 aa	389	403	4	389	domain-distal clustered	P35368:R389	41.0	C_terminal_to_domain	Other domain	GPCR, rhodopsin-like, 7TM	41.0	C-terminal side of domain	C 41-100	>20 aa
P35368	ADRA1B	Domain-distal >40 aa	389	403	4	393	domain-distal clustered	P35368:R393	45.0	C_terminal_to_domain	Other domain	GPCR, rhodopsin-like, 7TM	45.0	C-terminal side of domain	C 41-100	>20 aa
P35368	ADRA1B	Domain-distal >40 aa	389	403	4	399	domain-distal clustered	P35368:R399	51.0	C_terminal_to_domain	Other domain	GPCR, rhodopsin-like, 7TM	51.0	C-terminal side of domain	C 41-100	>20 aa
P35368	ADRA1B	Domain-distal >40 aa	389	403	4	403	domain-distal clustered	P35368:R403	55.0	C_terminal_to_domain	Other domain	GPCR, rhodopsin-like, 7TM	55.0	C-terminal side of domain	C 41-100	>20 aa
P98179	RBM3	Domain-distal >40 aa	131	145	4	131	broad across IDR	P98179:R131	46.0	C_terminal_to_domain	RRM / KH RNA-binding	RBM3/CIRBP, RNA recognition motif	46.0	C-terminal side of domain	C 41-100	>20 aa
P98179	RBM3	Domain-distal >40 aa	131	145	4	133	broad across IDR	P98179:R133	48.0	C_terminal_to_domain	RRM / KH RNA-binding	RBM3/CIRBP, RNA recognition motif	48.0	C-terminal side of domain	C 41-100	>20 aa
P98179	RBM3	Domain-distal >40 aa	131	145	4	138	broad across IDR	P98179:R138	53.0	C_terminal_to_domain	RRM / KH RNA-binding	RBM3/CIRBP, RNA recognition motif	53.0	C-terminal side of domain	C 41-100	>20 aa
P98179	RBM3	Domain-distal >40 aa	131	145	4	145	broad across IDR	P98179:R145	60.0	C_terminal_to_domain	RRM / KH RNA-binding	RBM3/CIRBP, RNA recognition motif	60.0	C-terminal side of domain	C 41-100	>20 aa
Q16630	CPSF6	Domain-distal >40 aa	202	216	4	202	domain-distal clustered	Q16630:R202	41.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	41.0	C-terminal side of domain	C 41-100	>20 aa
Q16630	CPSF6	Domain-distal >40 aa	202	216	4	204	domain-distal clustered	Q16630:R204	43.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	43.0	C-terminal side of domain	C 41-100	>20 aa
Q16630	CPSF6	Domain-distal >40 aa	202	216	4	206	domain-distal clustered	Q16630:R206	45.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	45.0	C-terminal side of domain	C 41-100	>20 aa
Q16630	CPSF6	Domain-distal >40 aa	202	216	4	216	domain-distal clustered	Q16630:R216	55.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	55.0	C-terminal side of domain	C 41-100	>20 aa
Q68CZ2	TNS3	Domain-distal >40 aa	628	645	4	628	domain-distal clustered	Q68CZ2:R628	327.0	C_terminal_to_domain	Catalytic enzyme domain	Tensin phosphatase, C2 domain	327.0	C-terminal side of domain	C >200	>20 aa
Q68CZ2	TNS3	Domain-distal >40 aa	628	645	4	635	domain-distal clustered	Q68CZ2:R635	334.0	C_terminal_to_domain	Catalytic enzyme domain	Tensin phosphatase, C2 domain	334.0	C-terminal side of domain	C >200	>20 aa
Q68CZ2	TNS3	Domain-distal >40 aa	628	645	4	640	domain-distal clustered	Q68CZ2:R640	339.0	C_terminal_to_domain	Catalytic enzyme domain	Tensin phosphatase, C2 domain	339.0	C-terminal side of domain	C >200	>20 aa
Q68CZ2	TNS3	Domain-distal >40 aa	628	645	4	645	domain-distal clustered	Q68CZ2:R645	344.0	C_terminal_to_domain	Catalytic enzyme domain	Tensin phosphatase, C2 domain	344.0	C-terminal side of domain	C >200	>20 aa
Q6PIY7	PAPD4	Domain-distal >40 aa	73	92	4	73	domain-distal clustered	Q6PIY7:R73	83.0	N_terminal_to_domain	Other domain	Poly(A) RNA polymerase, mitochondrial-like, central palm domain	-83.0	N-terminal side of domain	N 41-100	>20 aa
Q6PIY7	PAPD4	Domain-distal >40 aa	73	92	4	75	domain-distal clustered	Q6PIY7:R75	81.0	N_terminal_to_domain	Other domain	Poly(A) RNA polymerase, mitochondrial-like, central palm domain	-81.0	N-terminal side of domain	N 41-100	>20 aa
Q6PIY7	PAPD4	Domain-distal >40 aa	73	92	4	90	domain-distal clustered	Q6PIY7:R90	66.0	N_terminal_to_domain	Other domain	Poly(A) RNA polymerase, mitochondrial-like, central palm domain	-66.0	N-terminal side of domain	N 41-100	>20 aa
Q6PIY7	PAPD4	Domain-distal >40 aa	73	92	4	92	domain-distal clustered	Q6PIY7:R92	64.0	N_terminal_to_domain	Other domain	Poly(A) RNA polymerase, mitochondrial-like, central palm domain	-64.0	N-terminal side of domain	N 41-100	>20 aa
Q7Z5L9	IRF2BP2	Domain-distal >40 aa	109	128	4	109	domain-distal clustered	Q7Z5L9:R109	46.0	C_terminal_to_domain	Other domain	Interferon regulatory factor 2-binding protein 1/2-like, zinc finger	46.0	C-terminal side of domain	C 41-100	>20 aa
Q7Z5L9	IRF2BP2	Domain-distal >40 aa	109	128	4	116	domain-distal clustered	Q7Z5L9:R116	53.0	C_terminal_to_domain	Other domain	Interferon regulatory factor 2-binding protein 1/2-like, zinc finger	53.0	C-terminal side of domain	C 41-100	>20 aa
Q7Z5L9	IRF2BP2	Domain-distal >40 aa	109	128	4	125	domain-distal clustered	Q7Z5L9:R125	62.0	C_terminal_to_domain	Other domain	Interferon regulatory factor 2-binding protein 1/2-like, zinc finger	62.0	C-terminal side of domain	C 41-100	>20 aa
Q7Z5L9	IRF2BP2	Domain-distal >40 aa	109	128	4	128	domain-distal clustered	Q7Z5L9:R128	65.0	C_terminal_to_domain	Other domain	Interferon regulatory factor 2-binding protein 1/2-like, zinc finger	65.0	C-terminal side of domain	C 41-100	>20 aa
Q86U42	PABPN1	Domain-distal >40 aa	17	25	4	17	domain-distal clustered	Q86U42:R17	155.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-155.0	N-terminal side of domain	N 101-200	>20 aa
Q86U42	PABPN1	Domain-distal >40 aa	17	25	4	23	domain-distal clustered	Q86U42:R23	149.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-149.0	N-terminal side of domain	N 101-200	>20 aa
Q86U42	PABPN1	Domain-distal >40 aa	17	25	4	24	domain-distal clustered	Q86U42:R24	148.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-148.0	N-terminal side of domain	N 101-200	>20 aa
Q86U42	PABPN1	Domain-distal >40 aa	17	25	4	25	domain-distal clustered	Q86U42:R25	147.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-147.0	N-terminal side of domain	N 101-200	>20 aa
Q8WUA2	PPIL4	Domain-distal >40 aa	435	443	4	435	domain-distal clustered	Q8WUA2:R435	117.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	117.0	C-terminal side of domain	C 101-200	>20 aa
Q8WUA2	PPIL4	Domain-distal >40 aa	435	443	4	437	domain-distal clustered	Q8WUA2:R437	119.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	119.0	C-terminal side of domain	C 101-200	>20 aa
Q8WUA2	PPIL4	Domain-distal >40 aa	435	443	4	441	domain-distal clustered	Q8WUA2:R441	123.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	123.0	C-terminal side of domain	C 101-200	>20 aa
Q8WUA2	PPIL4	Domain-distal >40 aa	435	443	4	443	domain-distal clustered	Q8WUA2:R443	125.0	C_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	125.0	C-terminal side of domain	C 101-200	>20 aa
Q92804	TAF15	Domain-distal >40 aa	175	187	3	175	broad across IDR	Q92804:R175	59.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-59.0	N-terminal side of domain	N 41-100	>20 aa
Q92804	TAF15	Domain-distal >40 aa	175	187	3	185	broad across IDR	Q92804:R185	49.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-49.0	N-terminal side of domain	N 41-100	>20 aa
Q92804	TAF15	Domain-distal >40 aa	175	187	3	187	broad across IDR	Q92804:R187	47.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-47.0	N-terminal side of domain	N 41-100	>20 aa
Q9BTC0	DIDO1	Domain-distal >40 aa	1835	1853	3	1835	domain-distal clustered	Q9BTC0:R1835	639.0	C_terminal_to_domain	Other domain	Spen paralogue and orthologue SPOC, C-terminal	639.0	C-terminal side of domain	C >200	>20 aa
Q9BTC0	DIDO1	Domain-distal >40 aa	1835	1853	3	1845	domain-distal clustered	Q9BTC0:R1845	649.0	C_terminal_to_domain	Other domain	Spen paralogue and orthologue SPOC, C-terminal	649.0	C-terminal side of domain	C >200	>20 aa
Q9BTC0	DIDO1	Domain-distal >40 aa	1835	1853	3	1853	domain-distal clustered	Q9BTC0:R1853	657.0	C_terminal_to_domain	Other domain	Spen paralogue and orthologue SPOC, C-terminal	657.0	C-terminal side of domain	C >200	>20 aa
Q96EV2	RBM33	Domain-distal >40 aa	279	298	3	279	domain-distal clustered	Q96EV2:R279	820.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-820.0	N-terminal side of domain	N >200	>20 aa
Q96EV2	RBM33	Domain-distal >40 aa	279	298	3	286	domain-distal clustered	Q96EV2:R286	813.0	N_terminal_to_domain	RRM / KH RNA-binding	RNA recognition motif domain	-813.0	N-terminal side of domain	N >200	>20 aa
